,maid,horizontal_accuracy,latitude,longitude,city_hasc,postcode,Date,Hour,count
7125,0d4f82ec824a8cd65cd905564a4354e22ad467cc,18.0,-3.705266,128.172836,ID.MA.AM,97115.0,16-06-21,16:18:56,3
7128,2ae491aa096b2e02250ea283eb10d05688117e17,8.0,-3.675675,128.209682,ID.MA.AM,97128.0,16-06-21,16:19:08,1
7129,fbdb6993f55a282ab0d4f4983b2c5a93fb75942e,11.0,-3.712831,128.16277,ID.MA.AM,97117.0,16-06-21,16:19:19,35
7131,b083947d155178073bc80ab03749689cd0cfe305,15.0,-3.363202,129.544744,,,16-06-21,16:19:44,10
7132,6405440d971b820039572d1cbb07834d74b87666,13.0,-3.621621,128.23808,ID.MA.AM,97215.0,16-06-21,16:19:45,2
7135,af22b80736d2e2c8ea21664d21fa925cacdb2d72,6.0,-3.6803,128.19038,ID.MA.AM,97128.0,16-06-21,16:21:00,2
7136,c77305516c5372dca1a018450f870707f1bd8629,15.0,-2.796175,129.04663,ID.MA.MT,97544.0,16-06-21,16:21:10,19
7137,ec17ff8e0e80b1dd9f07060c3d449b5657babfc5,19.0,-3.687667,128.187576,ID.MA.AM,97123.0,16-06-21,16:21:15,1
7139,5dac9722120aa1ba07ef94b9640bc590f8ed37fa,13.0,-3.655085,128.28685,ID.MA.AM,97136.0,16-06-21,16:21:29,3
7141,3d89adb7d5086a03ffdcd6f8e2d61e0b9756d155,21.0,-3.683398,128.18939,ID.MA.AM,97128.0,16-06-21,16:22:02,186
7142,b1685a1bfd811060902d705986aee78fd8ddfc95,9.0,-3.079606,128.206691,ID.MA.SB,97561.0,16-06-21,16:22:05,2
7145,d5b35d77e7eeedf8420f21ccc2f2ed244c0cbc54,15.0,-3.075253,128.20494,ID.MA.SB,97561.0,16-06-21,16:22:36,3
7147,45fb6df23c73f13ed0e0cff2661ed12c26c986e5,6.0,-3.729729,128.14528,ID.MA.AM,97117.0,16-06-21,16:23:04,225
7152,5570dd18e4460343ad8f4960ccf0ed629358380d,7.0,-3.277106,128.315782,ID.MA.SB,97564.0,16-06-21,16:23:38,1
7154,c4e54fc51d22d160bf429fa8ebda1e49593a9cab,14.0,-3.298951,128.966453,ID.MA.MT,97544.0,16-06-21,16:23:51,2
7155,0b3c68e2a01f16818937f33b3e4aceab55cde51b,4.0,-3.049331,129.920573,ID.MA.MT,97544.0,16-06-21,16:24:13,17
7156,e9e5ff52c6a10f1d2aee31a726e6736830bdb5b2,8.0,-3.6902,128.1776,,,16-06-21,16:24:21,14
7160,a26725c879165b1b9b8a9ea08cda0594a3ca2e36,5.0,-3.66363,128.196367,,,16-06-21,16:24:47,1
7161,97599d2c8d9f3e7cf57661c0cd2771d51784e4fe,8.0,-3.352346,128.93407,ID.MA.MT,97544.0,16-06-21,16:24:52,1
7162,3fd7adbd1e00e1c4cf5ad8f03103f60ac7c74d37,6.0,-3.682593,128.222014,ID.MA.AM,97128.0,16-06-21,16:25:00,8
7163,70d93227c28da4b1df00f1bcdad78da7b94a4101,16.0,-3.630468,128.253062,ID.MA.AM,97214.0,16-06-21,16:25:00,21
7164,02b0a1feb667541240b9fa95587fce1e052af9c3,17.0,-3.202371,129.00992,ID.MA.MT,97544.0,16-06-21,16:25:01,1
7166,c1de02a58a0d526865757a3b3319dc5265b7a85b,6.0,-3.664949,128.206763,ID.MA.AM,97212.0,16-06-21,16:25:15,20
7167,d2a7c0d9023cefc6d56e4b2d1f29871c6ea39ae0,4.0,-3.647498,128.19305,ID.MA.AM,97222.0,16-06-21,16:25:16,1
7169,1b0800f136a6acf38b9948bd3f1bbd614c6e44ef,14.0,-3.160811,129.070155,ID.MA.MT,97544.0,16-06-21,16:25:38,2
7170,5aef1ea7ea1de24eb3c0c94ee4af3c19836ab52d,12.0,-3.63259,128.249876,ID.MA.AM,97214.0,16-06-21,16:25:39,2
7173,f0f96b57a36d80a2110966bd4ff7e14a4ba55bc0,5.0,-3.685498,128.221814,ID.MA.AM,97128.0,16-06-21,16:26:00,1
7175,bc232b5ccbbaa6117b7e928fef530e46be26b432,19.0,-3.663889,128.16371,ID.MA.AM,97224.0,16-06-21,16:26:23,1
7176,26c88855cb8dd7efc6a3e56be66c7b7ded38e07a,8.0,-3.688685,128.182675,ID.MA.AM,97123.0,16-06-21,16:26:27,1
7178,0b55e2ba4148ceedfaca7d0ef88b6cbb27872491,34.0,-2.914385,129.822621,ID.MA.MT,97544.0,16-06-21,16:26:38,1
7182,10e36e419c27b90dce1490fecff2dcde74cf0ab4,7.0,-3.660428,128.181632,ID.MA.AM,97223.0,16-06-21,16:27:11,12
7184,988e138bc8450c1afb982e43de3a897d5e5ee64b,12.0,-3.288155,128.325628,ID.MA.SB,97564.0,16-06-21,16:27:28,3
7185,29d2f7fe9cfe91778d831e7f5a22f985fe96863e,5.0,-3.075076,128.087971,ID.MA.SB,97561.0,16-06-21,16:27:36,3
7187,7a709e1ea7ba94cc41f69d687de2dcda61a1f58e,12.0,-2.996904,128.12204,ID.MA.SB,97561.0,16-06-21,16:27:44,16
7188,1edce0daeab79801ebf9ecb60e7c0df16a849336,18.0,-3.593364,128.34627,ID.MA.MT,97544.0,16-06-21,16:27:49,4
7190,bc316acd7e3835dbeb370beee365a7ba47c5bd1c,4.0,-3.682705,128.20322,ID.MA.AM,97128.0,16-06-21,16:28:25,1
7191,d67eb4854b8ea64d2a10d81d006b794bd1011b9c,6.0,-3.647227,127.965728,ID.MA.MT,97543.0,16-06-21,16:28:27,10
7192,ad50142a76c012df96a5485fa3ac47f54c923201,9.0,-3.681348,128.223851,ID.MA.AM,97128.0,16-06-21,16:28:28,1
7193,e28993b76b490f41dd62e135dce1999c54539e44,28.0,-3.652734,128.18799,ID.MA.AM,97228.0,16-06-21,16:28:29,497
7194,7893ea8024860fafca688d72b65f590e6fffaadf,27.0,-3.65766,128.2432,ID.MA.AM,97212.0,16-06-21,16:28:34,2
7195,a7aa3507695d03472b41ea4ca60179652192ddec,4.0,-3.305781,128.96455,ID.MA.MT,97544.0,16-06-21,16:28:37,1
7197,dbeade4a579e164f9196c1a4fd703ed533f9df28,8.0,-3.700902,128.175665,ID.MA.AM,97112.0,16-06-21,16:29:03,15
7199,aa6431d70cc02d65ea252f72164ecc85c6896f0d,15.0,-3.706848,128.191965,ID.MA.AM,97129.0,16-06-21,16:29:17,1
7202,d4903d93ee7cbb8f3b9d370fa4c974f9fb2af20c,26.0,-3.6902,128.1776,,,16-06-21,16:29:48,1
7203,5b2400a6326394e7f7266035a7314ec156dbdb67,9.0,-2.845874,129.713676,ID.MA.MT,97544.0,16-06-21,16:29:49,4
7205,0f4ec4aab70a2ee1cbc2ee6fe7aaa614f7404a30,2.0,-3.30209,128.95836,ID.MA.MT,97544.0,16-06-21,16:30:07,1
7207,df7a860b40771e5c80d5fd8878e4e2a25a71ea5f,10.0,-3.06763,128.1935,ID.MA.SB,97561.0,16-06-21,16:30:37,1
7208,14a6bbb72b6dded18e08cfba29698f9385413016,19.0,-3.681778,128.1887,ID.MA.AM,97128.0,16-06-21,16:30:47,9
7209,d92a88a29bdd94d60c177f8e85d4e729050f3894,8.0,-3.34957,129.11159,ID.MA.MT,97544.0,16-06-21,16:30:59,3
7210,cf13bd0cfc24a4fec8a5726f16a2c6132c1ef82f,9.0,-3.331848,128.352461,ID.MA.SB,97566.0,16-06-21,16:31:10,3
7211,5aee7bd1eb8398ab698f392bc1a351322b89b94b,13.0,-2.92326,129.798648,ID.MA.MT,97544.0,16-06-21,16:31:12,1
7214,eb74768b4f22c44a3a6d852e92f9b21abbdf307b,11.0,-2.79464,129.490936,ID.MA.MT,97544.0,16-06-21,16:31:40,4
7215,644952025265f8f02106996d7a0517f8a0a3e9f5,10.0,-3.660476,128.166513,ID.MA.AM,97224.0,16-06-21,16:31:43,1
7216,67b4e4ec69d2d0a3e2acab5bc87897189a54b275,11.0,-3.42205,128.6882,ID.MA.SB,97565.0,16-06-21,16:31:49,1
7217,f55b03e6b00bb741918cff2ebd2f8a03e14eda96,11.0,-3.68858,128.18185,ID.MA.AM,,16-06-21,16:31:51,6
7218,77240ec1f62581716443d6d0df59b4ea3caddfee,7.0,-3.681923,128.197748,ID.MA.AM,97128.0,16-06-21,16:31:54,3
7219,67de0e1363e2b071a6ee356ea3170b2dbe2572c7,17.0,-3.639639,128.258691,ID.MA.AM,97214.0,16-06-21,16:32:02,19
7220,6c51453cef858fe02b359d6a9ea1056723ae4d5e,15.0,-2.85807,129.72282,ID.MA.MT,97544.0,16-06-21,16:32:08,7
7221,01162abf296af9de055b98e2f258017ca6febeac,5.0,-3.658127,128.198542,ID.MA.AM,97222.0,16-06-21,16:32:09,2
7224,bacdbb6ba734032d56189fe00145974203f68f82,14.0,-3.657657,128.189044,ID.MA.AM,97223.0,16-06-21,16:32:49,2
7225,58bee5709619473cc60584569a21fdf2e946f80a,14.0,-3.657657,128.207099,ID.MA.AM,97223.0,16-06-21,16:32:54,83
7227,c0ba3a6311d5a88d1b382672f94485369f080605,14.0,-3.707571,128.1666,ID.MA.AM,97116.0,16-06-21,16:32:56,2
7228,dd851082d8f57f670b7b08fc620ceb6d32d9e747,3.0,-3.583095,128.327101,ID.MA.MT,97544.0,16-06-21,16:32:58,1
7229,c97d0d5bffc198876e23dae2f3c006464399e616,12.0,-3.30625,128.95912,ID.MA.MT,97544.0,16-06-21,16:32:59,2
7231,371382b7c34d64f93203ee99d8aae71491269a8d,13.0,-3.732461,128.20442,ID.MA.AM,97134.0,16-06-21,16:33:29,10
7233,a220c8396e2dac59b24371a6fe6bd3344a86a87f,11.0,-3.295247,128.960186,ID.MA.MT,97544.0,16-06-21,16:33:30,16
7234,1dacfe7b8b0f0c9e9b33656a972a77753efa2bcd,10.0,-2.951343,129.860706,ID.MA.MT,97544.0,16-06-21,16:33:36,12
7235,c2d9367a0cf80b5a5044488a86e49240216b7714,9.0,-3.693314,128.179765,ID.MA.AM,97126.0,16-06-21,16:33:40,5
7236,640b3c405e47450003faaf001c32a27c62f9a2eb,10.0,-3.635747,128.249357,ID.MA.AM,97214.0,16-06-21,16:34:08,1
7237,cbc016f04ce08469b6836ffca109aa5c38a7263b,6.0,-3.634325,128.253617,ID.MA.AM,97214.0,16-06-21,16:34:11,1
7238,2a39d82bf2b6b64d42270f0dee8a414ef8061bd3,16.0,-3.51921,128.48622,ID.MA.MT,97545.0,16-06-21,16:34:21,2
7244,a7e795c33e4b353fabdcf573204bda71756c1ce4,27.0,-3.692023,128.17989,ID.MA.AM,97126.0,16-06-21,16:35:11,1
7245,50d251776cff511a81de116b37e1398eec276224,14.0,-3.709378,128.170383,ID.MA.AM,97116.0,16-06-21,16:35:24,105
7248,b76845e8e5f46713a540dba50c2502c889b51231,10.0,-3.252556,128.064037,ID.MA.SB,97571.0,16-06-21,16:35:31,2
7250,155e79c8fcb705e63c208f21ddd199cd268434ff,11.0,-3.068241,128.19904,ID.MA.SB,97561.0,16-06-21,16:35:38,2
7251,3d8b67f21d1f44abb67d855f74e36256fc1f9e97,10.0,-3.68148,128.22332,ID.MA.AM,97128.0,16-06-21,16:35:38,2
7252,4f27461bfadc544e53516a40f031ea2d51989e62,16.0,-3.68054,127.92962,ID.MA.MT,97543.0,16-06-21,16:35:44,3
7254,c2ba4cdf4838dbbca58448e52b1e5d7077774d9d,7.0,-3.695678,128.18207,ID.MA.AM,97126.0,16-06-21,16:35:48,1
7256,8e97fadd8588012c3b22813d7fc22076104dd3dc,16.0,-3.653641,128.227261,ID.MA.AM,97212.0,16-06-21,16:36:11,1
7258,df9feb4ae0c22b6b413465a2e6ee17c521834017,8.0,-3.657738,128.18659,ID.MA.AM,97223.0,16-06-21,16:36:39,1
7259,a1ad4aee5cab7243a841f4d462afefc4708f125c,12.0,-3.711711,128.142665,,,16-06-21,16:36:59,1
7264,52b285729a64645c021cb363f5a2479531863d03,7.0,-3.680331,128.220294,ID.MA.AM,97128.0,16-06-21,16:38:00,1
7265,bc78671621dfb66027126967ee3cd786e48ab42c,15.0,-3.33879,128.37765,ID.MA.SB,97566.0,16-06-21,16:38:14,35
7268,58fb7b797fe23df7644f6485cf91f684e1aaf3ae,13.0,-3.687346,128.21272,ID.MA.AM,97128.0,16-06-21,16:38:35,3
7270,90f8b54d74f21a6b80af0e337f371975cf1d7e80,14.0,-3.047017,130.14687,ID.MA.ST,97582.0,16-06-21,16:39:36,4
7273,9446e8c37487addd6221743271113fdf26fe90db,24.0,-3.693693,128.194223,ID.MA.AM,97121.0,16-06-21,16:39:59,5
7275,a37fe1a860b045152c5fa01590212c6fa7fff72f,8.0,-3.693693,128.19423,ID.MA.AM,97121.0,16-06-21,16:40:13,1
7276,f722e91b48e949d0bc834cc1d024795658a387bd,17.0,-3.670736,128.198706,ID.MA.AM,97128.0,16-06-21,16:40:18,21
7277,75d907644956b5304713585f6432fd3a7571d869,85.0,-3.6902,128.1776,,,16-06-21,16:40:27,2
7279,31ebaef41a67c9f6554e5f4e41028be3f2385348,9.0,-3.691375,128.18758,ID.MA.AM,97123.0,16-06-21,16:40:34,6
7280,37624e5124a8a30b452f82ad00390d3a378a6510,4.0,-3.678108,128.192249,ID.MA.AM,97129.0,16-06-21,16:40:34,1
7283,176cd1b45c4c78df9d53fcaf1e345e3d65faecc8,14.0,-3.783517,127.985905,ID.MA.MT,,16-06-21,16:40:53,3
7284,beeb39b0975a127c1f854c93d82e9e67e1ebb3f3,11.0,-3.709205,128.099932,ID.MA.AM,97227.0,16-06-21,16:40:56,3
7290,bf3297a422097f9eaffe86c842aaad1ad98778a1,24.0,-3.55176,128.42165,ID.MA.MT,97545.0,16-06-21,16:42:35,2
7292,dea598a05a99608c7a459a53827181967951affe,10.0,-3.704406,128.173928,ID.MA.AM,97115.0,16-06-21,16:42:37,1
7293,0928bfe24299f9c0641108d6f7134165b5d5eed5,27.0,-3.621621,128.22002,ID.MA.AM,97217.0,16-06-21,16:42:52,100
7295,46466bbb5b901cd7317b18ad1e5682e1e700dafe,9.0,-3.41782,129.9718,ID.MA.ST,97584.0,16-06-21,16:43:24,1
7296,bfab76ea764e533ba5b71dc692d4fd0c8af2d4e7,17.0,-3.66472,128.22482,ID.MA.AM,97212.0,16-06-21,16:43:25,2
7297,509177cf0818cb72f385cd0073c713916f8eb337,20.0,-3.30379,128.95621,ID.MA.MT,97544.0,16-06-21,16:43:29,1
7298,706eef90444bfa719e3b35a9f5552acffe757233,23.0,-3.675675,128.209682,ID.MA.AM,97128.0,16-06-21,16:43:45,7
7300,4669ef204b2095ee9cda3e0bf21550b014e5b5d0,6.0,-3.676774,128.1913,ID.MA.AM,97129.0,16-06-21,16:43:57,1
7302,7d3dbd2ae16bfaeb898f0ad64b48cdb37f0fc548,7.0,-3.628886,128.20334,ID.MA.AM,97221.0,16-06-21,16:44:08,1
7304,4c150447926d466300b167cfb190073f4331938c,4.0,-3.704977,128.180054,ID.MA.AM,97114.0,16-06-21,16:44:32,1
7308,6f0e20c0192c091c205f62f6b09b4c080bbaff5f,13.0,-3.31532,128.95455,ID.MA.MT,97544.0,16-06-21,16:44:56,2
7309,12ed3e6efa6060b1df0bfbe39a515871b5eb1fc4,8.0,-3.612467,128.277544,ID.MA.MT,97544.0,16-06-21,16:44:59,2
7311,959dd4d34756e909d2befd095ae9c36d3053b069,10.0,-2.870382,128.401055,ID.MA.SB,97562.0,16-06-21,16:45:04,1
7313,e9f818a3142bab3ab0bf8ff988d86bcc0e66dcf7,9.0,-3.058618,128.136065,ID.MA.SB,97561.0,16-06-21,16:45:15,1
7315,a62c80471ff16f667ec3ef153692eac752385ec3,8.0,-3.69196,128.19189,ID.MA.AM,97121.0,16-06-21,16:45:41,1
7316,a6452d13218d37da34c17568ebbd97dfaa7ba727,21.0,-3.009368,129.945543,ID.MA.MT,97544.0,16-06-21,16:46:03,37
7317,6402f64aaae8c6c78831807d5b70961783439837,4.0,-3.678473,128.19263,ID.MA.AM,97129.0,16-06-21,16:46:37,1
7323,9586f23151ad27dd1abc7c7fee187e1f8b80ac7f,10.0,-3.691818,128.180558,ID.MA.AM,97126.0,16-06-21,16:47:52,3
7324,606ec54a05ddf2ddc9637ac8a68ad368b1552e84,37.0,-3.698515,128.182676,ID.MA.AM,97127.0,16-06-21,16:48:04,299
7325,d88adbda35392e19aba52652695b88fbb2cc2e5a,15.0,-3.657657,128.207099,,,16-06-21,16:48:17,8
7327,7a030c127bdd2bd71c7ac21052eb2861810d7b91,6.0,-3.697402,128.17647,ID.MA.AM,97126.0,16-06-21,16:48:33,1
7329,941a500e43bd42995fca943d06254457dfce537b,13.0,-2.988373,129.809015,ID.MA.MT,97544.0,16-06-21,16:49:11,31
7330,c68d68fb6f8125483e3fea3e3cc14e21d0a2cca2,11.0,-3.59074,128.14559,ID.MA.MT,97543.0,16-06-21,16:49:19,41
7331,9d12c828883342b6678824ae97257b4f0230194d,12.0,-3.333333,128.343262,ID.MA.SB,97566.0,16-06-21,16:49:42,114
7332,ff37a4217ad838fdbc7f8821e6e9266789965a6b,9.0,-3.675675,128.209682,ID.MA.AM,97128.0,16-06-21,16:49:49,190
7333,9b94ea4476f2148b2aaeae5fddd8ba2d3b0ae3c6,11.0,-3.630759,128.255821,ID.MA.AM,97214.0,16-06-21,16:50:06,10
7335,2d42c75a5f780c55c1fe0df7c24a59791f3d94cb,6.0,-3.33754,128.353326,ID.MA.SB,97566.0,16-06-21,16:50:30,5
7337,cce2b82cee1fb50e239b485eaff111ea7ae63fea,6.0,-3.236937,129.0517,ID.MA.MT,97544.0,16-06-21,16:50:47,1
7340,f2b8b6bffa3c65af149850944c1d8f33c521f0ce,17.0,-3.680328,128.21687,ID.MA.AM,97128.0,16-06-21,16:51:18,519
7343,89d72955f3b3259383d935cd3b47e6c731b8ff4c,18.0,-3.70913,128.15881,ID.MA.AM,97117.0,16-06-21,16:52:09,2
7348,dc69388e8a79b2fc771934dfd0a83017726c68d2,12.0,-3.592067,128.06174,ID.MA.MT,97543.0,16-06-21,16:52:40,53
7351,90ee972f2143006264fcbf5d1eb370de0af28d56,4.0,-3.232194,129.06831,ID.MA.MT,97544.0,16-06-21,16:52:55,1
7352,f961523ab3010dbd53f27445a28e8fd0f264dac3,15.0,-3.657657,128.20709,,,16-06-21,16:52:57,162
7353,9f3776c5cf201267c6db954b9dd36ef9dd0627d4,20.0,-3.691727,128.200276,ID.MA.AM,97129.0,16-06-21,16:53:00,16
7355,0a247b3d012cad8e68867714e0590db33c6c2184,10.0,-3.653269,128.233641,ID.MA.AM,97212.0,16-06-21,16:53:14,1
7357,0a39a6453cb6abad6962772a2ab3c08ca29e7da6,7.0,-3.692361,128.180462,ID.MA.AM,97126.0,16-06-21,16:53:32,5
7358,1797f25f9c91762ce707a12d678343103d906175,6.0,-3.69337,128.1803,ID.MA.AM,97126.0,16-06-21,16:53:39,2
7363,c6a8866dac7aa544e44a4e6cbceff56dde17e91c,10.0,-3.45603,129.99881,ID.MA.ST,97584.0,16-06-21,16:54:16,8
7364,75707a0c44ba21e799d6987e3e1fb6e157b92b76,26.0,-3.62584,128.24457,ID.MA.AM,97215.0,16-06-21,16:54:17,9
7366,ce9449d2130dd2b3bcdcd090659e0342b9e37c3c,7.0,-3.657657,128.22516,ID.MA.AM,97212.0,16-06-21,16:54:36,1
7367,fded22b6f86413b42bdb7db34043e514dfe1437e,21.0,-3.70878,128.16672,ID.MA.AM,97116.0,16-06-21,16:54:50,3
7368,16443acc6ed70810c325e5171c39b0dc6b2714cd,24.0,-3.702502,128.180022,ID.MA.AM,97114.0,16-06-21,16:55:26,3
7370,a090aa125dfa8d93b1643fd523d32bd82e845055,27.0,-3.625492,128.25089,ID.MA.AM,97214.0,16-06-21,16:55:35,73
7371,e1b72d047e6a3b950acaf4b8b9563f112c3a8e5b,3.0,-3.309631,128.329815,ID.MA.SB,97566.0,16-06-21,16:56:11,1
7372,71403f26b9961ffa2447e03212d90438d2fdf161,6.0,-3.396163,129.22325,ID.MA.MT,97544.0,16-06-21,16:56:39,1
7373,ce24686eccf612156ccdafee0af47e5bae332273,8.0,-3.679941,128.220777,ID.MA.AM,97128.0,16-06-21,16:56:41,3
7374,acdd057dc4ff915db3fdbe9f0297047f0e9c0628,8.0,-3.712338,128.167611,ID.MA.AM,97117.0,16-06-21,16:56:55,1
7376,983ff77cc50df79aac66d7ac33081bca6829ab7c,7.0,-3.688865,128.183158,ID.MA.AM,97123.0,16-06-21,16:57:03,4
7378,bffd3a57eee984bf1017a30997ffb70126eca2de,18.0,-3.636741,128.24666,ID.MA.AM,97214.0,16-06-21,16:57:28,25
7380,c63bbda20434a2d785edbd211394465405d06efb,9.0,-3.68681,128.1901,ID.MA.AM,97122.0,16-06-21,16:58:15,1
7381,e30530fbb9856b221ea52e60e7f388335c9b8cff,7.0,-3.67687,128.19584,ID.MA.AM,97129.0,16-06-21,16:58:19,1
7382,3f71e56a25a4a60b737e2adeebe6aa471f14ae42,9.0,-3.711711,128.178776,ID.MA.AM,97116.0,16-06-21,16:58:20,373
7383,a080225e44e9d4ed52d79469cbd0ae9821e1d1cc,13.0,-3.395596,129.222183,ID.MA.MT,97544.0,16-06-21,16:58:37,4
7384,e16a5df78914986baef757be076399568f231fba,17.0,-3.624989,128.22345,ID.MA.AM,97217.0,16-06-21,16:58:40,2
7386,2fdae39b29d6f8182b5cbefac19eb445c800c336,9.0,-3.617103,128.30753,ID.MA.MT,97544.0,16-06-21,16:59:37,3
7387,7b6370dfa5eabb416dddfab6045b92f6f7f8228c,7.0,-3.693693,128.194223,ID.MA.AM,97121.0,16-06-21,16:59:52,1
7388,2972791387f5db2c57392655cc5308345355b603,18.0,-3.307805,127.923676,ID.MA.SB,97571.0,16-06-21,16:59:57,1
7390,618818485069ea16f8d1fdf9528d07e8d4565619,9.0,-3.670834,128.1989,ID.MA.AM,97128.0,16-06-21,17:00:04,2
7393,6f3db2f02f0fc780bcd5438cd94090da8ae7e512,18.0,-3.582966,128.326758,ID.MA.MT,97544.0,16-06-21,17:00:28,1
7394,0b387600a2b0b1136826faadf3c5696de9e0f884,5.0,-3.071406,128.197999,ID.MA.SB,97561.0,16-06-21,17:00:29,1
7397,843e14b5332caea0b609ce57093c8c83dafecadf,26.0,-3.65455,128.24846,ID.MA.AM,97211.0,16-06-21,17:00:36,1462
7398,4684bc9b9c767d230cca9658cddb3e306a2b523b,13.0,-3.704308,128.174921,ID.MA.AM,97115.0,16-06-21,17:00:46,1
7400,79e527cd9d2fc065cec267f4882973eef3c0448e,8.0,-3.325829,129.780433,ID.MA.MT,97544.0,16-06-21,17:00:59,1
7401,17642114ea777e94a8f8ad6c95b09448df1d20cf,13.0,-3.693693,128.23033,ID.MA.AM,97129.0,16-06-21,17:01:02,52
7403,a2a671c781633b132a57ee908085867374dd301b,15.0,-3.06964,128.19631,ID.MA.SB,97561.0,16-06-21,17:01:04,2
7405,5475bb3bc3f551c67fb987cd7643573026d7f39b,12.0,-3.682889,128.202002,ID.MA.AM,97128.0,16-06-21,17:01:17,2
7407,e932d6c8d9261674b03560d501212a9abd6478be,6.0,-3.030424,129.966472,ID.MA.MT,97544.0,16-06-21,17:01:22,1
7408,f23bc4060684ebd81a4a4f23e7cded5e9782b699,6.0,-3.309613,128.94696,ID.MA.MT,97544.0,16-06-21,17:01:38,1
7409,81897a847cba87414c80a4818e4e5737bd2a0f8f,5.0,-3.69816,128.17944,ID.MA.AM,97126.0,16-06-21,17:01:57,1
7410,db1b57d476cda47f20bdb3c472cd8bd04476ed03,10.0,-3.652903,128.22856,ID.MA.AM,97212.0,16-06-21,17:02:06,3
7411,e00aa7064de9bc2550186c4a9e134a33350a90a8,6.0,-3.683232,128.22319,ID.MA.AM,97128.0,16-06-21,17:02:23,1
7412,50d72df893d904ae7db328de5f9bbbc9a17f1d7b,14.0,-3.638471,128.1965,ID.MA.AM,97222.0,16-06-21,17:02:51,3
7415,de3452438d3aeeee60e59871bc96d11664dcfae3,8.0,-3.67156,128.20724,ID.MA.AM,97128.0,16-06-21,17:03:16,1
7416,ee7d810856c73e6ed3c07841913cb0b1f34acfe2,24.0,-3.699291,128.104886,ID.MA.AM,97226.0,16-06-21,17:03:38,1447
7418,5c13a4d29ef585a1bfdcb0755ac1e14497a40b50,11.0,-3.331969,128.352205,ID.MA.SB,97566.0,16-06-21,17:04:19,11
7420,83c0649379120186d4598aed2e93fd67c6f21f49,12.0,-3.623621,128.223022,ID.MA.AM,97217.0,16-06-21,17:04:31,2
7422,9727140a43e0037e5a201ac4d517cc69e2e38ca3,6.0,-3.706584,128.179151,ID.MA.AM,97114.0,16-06-21,17:04:39,184
7424,2e16049d905fd0b4d24dab39a5e45919c2695ecd,100.0,-3.6902,128.1776,,,16-06-21,17:04:44,1
7425,661f2c4866c1258497f4fa7d8221b7a82f4daf9d,3.0,-3.759982,127.939099,ID.MA.MT,97542.0,16-06-21,17:04:47,1
7427,b14dfee65018fb72d986f4c16e05f81024e357f0,5.0,-3.662192,128.22209,ID.MA.AM,97212.0,16-06-21,17:05:03,1
7429,54c7617684b013de84d8ab0a07921d04ca31bb20,22.0,-3.657657,128.17099,ID.MA.AM,97223.0,16-06-21,17:05:10,33
7432,40df91c684e8a3a53b2f28db319037928e18063f,8.0,-3.64692,128.1662,ID.MA.AM,97223.0,16-06-21,17:05:40,8
7435,9b6bb4f866aaf0b7e57cf936ce81ea28e18a3010,6.0,-3.380934,129.547054,ID.MA.MT,97544.0,16-06-21,17:05:43,1
7436,ad42a7a3be2e570941babd4adda1d21eebb3dda3,7.0,-3.67881,128.1947,ID.MA.AM,97129.0,16-06-21,17:05:52,1
7443,5f1914346dc1f8eaf22274275d9da9254def21c2,15.0,-3.707073,128.173823,ID.MA.AM,97116.0,16-06-21,17:06:40,1
7444,68dae45e5ca27525bf5f460992373c2d854d9bb2,10.0,-3.590588,128.33301,ID.MA.MT,97544.0,16-06-21,17:06:59,85
7445,3c11537bee4b0b43259dd1a0cbb592e3bfa2baea,20.0,-3.694064,128.181438,ID.MA.AM,97124.0,16-06-21,17:07:01,2
7454,b6e3f3639a13e1ee1c87218df59f59a31fbbdf59,6.0,-3.69931,128.17787,ID.MA.AM,97111.0,16-06-21,17:08:17,12
7457,3a281f9d0577b7a5a466136d4bfed3d0aca8fa2d,20.0,-3.679243,128.11047,ID.MA.AM,97226.0,16-06-21,17:08:35,28
7461,4b1420b2d983fb696e9aa0720104fc549f75eb2b,19.0,-3.680175,128.20578,ID.MA.AM,97128.0,16-06-21,17:08:58,28
7462,69c630d422e3c96501b1ef67466fe4f805741bdd,11.0,-3.222276,128.288076,ID.MA.SB,97564.0,16-06-21,17:09:04,21
7463,c74fabb4b996f8e3fd41b23d1b62476adfbdbb73,8.0,-3.727995,128.051903,ID.MA.MT,97542.0,16-06-21,17:09:17,25
7464,277b1779bea31b50efa4a4275001228433c667d7,7.0,-3.681683,128.202516,ID.MA.AM,97128.0,16-06-21,17:09:18,4
7466,08488738160f66efa544c04bda96c0923d49c8ee,7.0,-3.681004,128.19391,ID.MA.AM,97128.0,16-06-21,17:09:37,1
7468,898323d6249c44f14eb03be836492a208600818d,15.0,-3.677445,128.191336,ID.MA.AM,97129.0,16-06-21,17:09:51,3
7469,0db99d77e8bcb546eebbb546ff6db8943d30becb,15.0,-3.677386,128.191563,ID.MA.AM,97129.0,16-06-21,17:10:30,2
7474,213586d1f7311688ec1157fc01060d673bd3be9b,11.0,-3.665063,128.198467,ID.MA.AM,,16-06-21,17:11:32,1
7476,9780dba6136f38ed7075ef8476e5443c604afc38,8.0,-3.685203,128.18622,ID.MA.AM,97128.0,16-06-21,17:11:43,75
7477,6d8857217907b849fd73e03c77bee37435bc5586,4.0,-3.711711,128.16072,ID.MA.AM,97117.0,16-06-21,17:11:45,5
